Component_0,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,type,image_path
0.19172290074161646,-0.16740965161007357,-0.19712248389280443,0.30814834367575666,0.15476976861054476,-0.1373320252782969,-0.030084497601347408,0.0407189154252011,-0.13126992462232526,-0.0061589256932215435,0.015460104451490129,0.05141853065040666,-9.068114471772144e-05,0.008250958953907189,0.011627850200795129,0.03156868301504698,-0.014635926674816275,-7.943556164623613e-05,0.008922531931901572,-0.005563846215202889,-0.009061022550394775,1.2947810907316803e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/077_06.bmp
-0.1942912470585957,-0.7952679970456374,0.29452134831426197,-0.2720936633219656,-0.18850152848684745,0.08312353404480469,0.23010281035804528,0.14311516394508295,-0.07962872801233521,-0.05397968053036071,0.16408205367509837,-0.0379282667436622,-0.05334761642302056,0.05300558762682872,0.046718737693297624,0.06190890980881439,-0.0026630634211904742,-0.002439047981113606,0.03590936422883094,-0.005526821865059805,-0.0004694425388882131,-9.129298198101981e-07,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/147_03.bmp
-0.07540110919408423,0.030229027446216833,0.04813492184938133,0.5152694403210814,0.0433245526889222,-0.10439139268161944,0.06602144080990244,-0.22837681093547568,0.10524662877522996,-0.03923093095677129,0.03948932528437637,-0.012085604040097878,0.20443214479213792,0.002445289936307548,-0.009871652515935195,0.004832676671118612,-0.037675790236130415,0.03459420537978091,0.0035423179216018457,-0.007670277555816186,0.0026757313295281645,4.31535862462436e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/020_03.bmp
0.24779149761962466,0.18274671819746377,0.2947966932395243,0.22931516197218196,0.18373392325448845,-0.09880985313053993,-0.048197021383380625,-0.056856414305444546,-0.13222489113173586,0.008469249565649636,-0.03292802798271762,-0.028206473038434682,0.023904875153764056,0.007424495507623424,0.02397281439679311,0.0750402616638962,0.03349863302284721,-0.0354667110895695,-0.023370430016915206,-0.010388828729279423,-0.0019106020680723806,-3.2641254641693234e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/178_01.bmp
-0.07918412585164054,0.22765149543769872,0.027709811359196576,0.16443419788361258,0.13363396864258142,-0.10607768119509996,-0.17680052562325949,0.11514892593226712,-0.07009006835404877,0.00953269810261268,0.037425446970465855,0.016217004042144146,-0.07748591626175587,0.02195856927823758,0.005516717446224507,-0.01671853801236491,-0.016987506720693393,0.021032725288897918,-0.006405495064420832,-0.007404833520115426,0.007428734297184623,-7.118098740312318e-07,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/072_07.bmp
0.757931314590692,0.06629935339784962,0.03694028267660788,0.11834804331046937,-0.17517822418664514,0.0032762618393277956,0.1637296476883614,0.026937907115367764,-0.21866784960973568,-0.10286801259941719,-0.030644102259576235,0.03497040459995431,-0.04001260129799985,-0.008340657925491319,0.04171009426893083,0.0026047736181046277,0.002720140518929427,0.07109257307783394,0.004485465461713864,0.002390655566347229,-0.0007927602921471585,-5.142166413879854e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/059_03.bmp
-0.29376045322250355,1.143522249337244,1.3574396793317507,0.039053960972363036,-0.4011740190322889,0.0978970551582316,0.020716061616162393,0.29792983221427766,-0.24128358240240944,-0.1491236039890089,-0.10688812503507852,0.3053227772667556,0.2675887127818796,-0.18621899524326888,0.012978993072637984,0.13018414919386437,0.047336678441359505,0.007927731323123943,0.09640342845869604,-0.009636501416695975,0.0113570418115168,7.674417080536118e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/217_03.bmp
-0.28562581969286754,-0.2332549444993081,-0.22501581681725974,-0.17268545440942093,0.05518369076762449,0.11279524886734253,-0.12763533089996693,-0.06566255771487506,0.0187958742090029,-0.006096726867407731,-0.008407804268377613,-0.00981016030503739,0.006599596306015778,-0.01667142645930406,0.014439864519632598,0.024967538294562285,0.03014778162211522,0.02835575687983481,0.0067154796258394114,0.00015198398223641898,-0.012769929451113224,3.40712290261368e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/113_03.bmp
-1.0160634805757331,-0.6164302590792392,-0.05946466014084053,-0.4936734060679551,0.14819304219280224,0.2856180182912049,0.5958065340372715,-0.14595258436450226,-0.3020261751474044,-0.02233253378373684,0.371764736929968,0.0569988613179193,-0.18580533736075705,0.0448317451394727,0.2136753878178615,0.255623789057353,-0.0970767687451088,-0.009304617963130691,-0.08737809335365976,-0.024717847340129075,0.013013475776223478,-1.6306910516176775e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/026_04.bmp
-0.1273310550821296,-0.09825156494885923,-0.10687325082771752,-0.044639704849082945,-0.05928333091843915,-0.08150785384810494,0.2474978539458516,0.005140617662014752,0.03886946257535338,-0.080755820787356,-0.050290601916085545,-0.012909763698276566,-0.0353517255962629,-0.028208223058321852,-0.02881026343809042,-0.0017867396078842523,0.04397219290586766,-0.02960160741020179,-0.007448540539993828,0.0014508403031483108,0.0007307594890976966,6.338903386984291e-06,outlier,/content/sample_data/sipakmed/im_Koilocytotic/im_Koilocytotic/CROPPED/140_05.bmp
