Component_0,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,type,image_path
1.3455517796963745,0.6923403088992114,-0.017753813242431936,0.2335092118603368,0.24511147048370768,-0.057995360266450885,-0.18151109918584668,-0.00633437996630861,0.018017536739036798,-0.13168478818562482,-0.27109237029065064,0.3428685702830731,-0.06412929699019707,-0.03855683374042782,-0.03882207713900544,0.01318565825741048,-0.01298354319370291,-0.004250154916614053,-0.002514231872631168,-0.0037727360551317005,-0.02742757011338859,-5.578211955517475e-06,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/150_02.bmp
-0.7622958701437742,0.03489015887565179,0.6837454542203273,-0.0779278667577661,0.14255346648688264,-0.08301691402197302,-0.09319996957587726,0.005972388615110572,0.16828762579249532,-0.0184467564439953,-0.026477647660593778,-0.032154044095654234,-0.0071246908146378116,-0.06375281591393543,0.008476260227721284,-0.012386044300332693,-0.03500386216390896,0.0007323265258123681,0.034616906191083215,-0.0030718713540673634,-0.0035207587188706836,1.2240309088946013e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/040_02.bmp
0.33902000494086076,0.19080652390836755,-0.12632703386554353,0.23925747102285197,-0.20954691323125255,-0.18584741120133033,-0.2585518011883968,0.08597496148963031,0.02180776602848841,-0.15381651189156895,0.05367900228646022,0.027207427302071607,0.0038777235156423786,0.00993818940221732,0.004842631223834224,0.029440086550231746,0.020998473887362385,-0.01158806063739056,0.019581284430529575,0.02730657276622646,-0.0017141218386840106,-4.809675879951312e-06,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/104_10.bmp
-0.8139852484637453,-0.2917928349233055,0.11806818274734565,-0.0012331571376798787,-0.06648039407781615,0.03116435266403732,-0.03519180175868023,0.06842665847797615,0.12364417956547807,-0.04918570134066368,0.0020169813499864176,0.12835774958270302,0.11995818073339759,-0.04139332090774553,-0.020652976408634047,-0.02645683921907035,0.01656067197429098,0.003490446093396054,0.00936057824240776,-0.00509891737376439,-0.012134531753096627,2.102622061359485e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/112_02.bmp
1.2532159831991225,0.569930591521611,0.31074957738391656,0.07534041093186943,0.08722569325017283,-0.27952724215243846,-0.14758886984253033,0.12570921266306,-0.04457938310554205,-0.05633923164726197,0.13537719112094862,0.042469048614368454,0.008152139162681909,0.06261343335124571,0.01041543918652572,0.00866726652246091,0.03590522442307201,-0.07331521548113297,-0.03631046961797712,0.015592054398638436,0.007380023768234408,7.049496631680541e-06,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/081_04.bmp
-0.4132128655477141,0.49335263392807865,0.011092065318210336,-0.04092511597312333,0.37017496732842053,0.010879202083409315,0.3318645102808934,0.007850370594258142,-0.022321281236668204,0.02092189077478415,0.11178643229545128,0.01632327828752549,0.10322377681279911,0.01298842874523206,-0.036414360505650355,-0.015098817754703947,-0.0019887248041314683,0.02866553508868296,0.006154292138819191,0.007875328793332493,0.009196757841139732,5.577299269400172e-06,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/135_03.bmp
1.434861868933189,-0.4014047049267568,1.134660626444823,0.26072558646125704,0.11149219984322417,0.12109436768360046,-0.11878503657026163,0.017502600776855858,0.08056054556941139,0.23373464390602616,0.048333547735566154,-0.027405490723120735,-0.04461586042440387,0.08473038562174084,-0.030148533957594526,-0.01258947675417881,0.009892484321893786,0.2304929495718485,0.05183669345244213,-0.017386291360794066,-0.005532735234729567,-2.0092988690982413e-07,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/211_04.bmp
-1.1142653695896205,-0.005564670970425712,0.263353607456309,0.15659386684849042,0.08979768282139008,0.1552402818510546,0.014400389325163458,0.017834314708385143,0.10908008357545708,-0.040901161626555105,0.04665450176167065,0.012417647165259312,-0.029614515837689443,-0.018487072718874432,-0.0035548982318881956,-0.00856841085873335,0.003142933701324073,-0.012379106070407025,0.006709339917158123,0.009582181624672385,-0.0026389531953286494,1.3180356359050771e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/037_07.bmp
0.2122930095124715,0.5931966654637464,-0.0972662838538299,0.15743141660146295,0.0056524316299757646,0.13608435991771706,0.03818721406101478,-0.004897862999362326,-0.05773199723590023,-0.14138629876502218,0.05793367053419521,0.028149012164317148,0.04964480896517438,-0.01943613378597465,-0.0056188740360040325,0.034936297011897016,0.002074882913512041,0.017632306239776317,0.004820869105597374,0.016935565482529967,-0.001977258676181345,-8.416978804117075e-06,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/020_02.bmp
0.06027962504504058,0.5543663689098586,-0.17380093376088251,0.10703692884430503,-0.007703092889691882,0.18539891405064407,0.06838844443626109,-0.03131451057672009,-0.09518868061792457,-0.12063080933652216,0.037501576467771386,-0.007636524585050709,0.07801929603396508,0.0016980051490291977,-0.01011025856958509,0.036474729498424355,0.01700008639565125,0.024026500133594895,0.025356751393818967,0.005120570695090121,-0.0008729894613105967,1.1048616871200605e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/019_04.bmp
-0.7263199622763723,0.20678715590917324,-0.0073160727331306056,0.03573806860297919,0.19869186351457915,0.03088472334627118,0.20426377070419763,0.023468223281868855,-0.034483210160721735,0.018929259494572748,0.04517902767245988,0.04459504877883359,-0.04056559754132053,-0.013616294061526774,-0.03546007042805858,0.004940508576993956,-0.003325410621149382,0.012814329789072766,-0.005339877370943086,0.001229445054492992,0.005050816345332889,-1.0570090189665444e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/092_03.bmp
-0.9290344217927837,0.1254693795475858,0.029455607853627865,0.11435522577473822,0.2033217837071897,0.09269098678096538,0.1305739983568923,0.0494152038716923,0.021857216485958002,-0.007676308926070278,0.04372004790913269,0.02972923576537006,-0.04554138842538163,0.011881215757250478,-0.02117113144661313,-0.004040055868868845,0.003515434376882463,-0.004501147508768446,0.0019993391883180232,0.005970123404042378,0.005372483640926262,-1.2159860237477285e-05,outlier,/content/sample_data/sipakmed/im_Dyskeratotic/im_Dyskeratotic/CROPPED/030_03.bmp
