class,image_path,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/017_17.bmp,183.32338842975207,0.01801960784313726,0.02883645623304576,-917.9595345672365,6.254621598164536,20.06823088859311,184.0,139.2001859504132,0.017286501377410477,0.035767901036078756,328.4959518382723,6.395571089075908,23.040231342067745,139.0,72.62745867768595,0.013978771673958843,0.021423901034678523,5595.144119718548,6.293954837548131,22.126086706943198,67.0,124.32415289256198
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/043_06.bmp,186.0476859504132,0.0234538972613839,0.07921312257533616,16033.62713035025,6.776816083473573,39.81973324624613,179.0,148.7524173553719,0.02569308053800033,0.10411885555156099,51447.04343999198,7.181726953436552,41.34297141569177,141.0,185.2300826446281,0.02192237886890294,0.08314335075584862,-30604.651207275096,6.762042070815732,34.66942999280818,198.0,163.9112396694215
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/111_04.bmp,178.06863636363636,0.022947334305623082,0.04550366588728571,-7910.3078756478135,6.431249295972559,24.56075196290763,178.0,155.59677685950413,0.02240512072597635,0.06867554069083825,-12701.512255305,6.3507736783088085,26.8120604328106,153.0,157.22144628099173,0.01969956246961595,0.07015192989841305,-8125.133170729809,6.63674071846429,30.095384361920722,155.0,158.6442561983471
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/050_03.bmp,190.37923553719008,0.029843623399773138,0.05721541981326937,-4221.604000414187,6.234412494452277,20.254164010054208,189.0,156.14460743801652,0.02883633122670556,0.050066385831434135,-6384.263476807755,6.047528138675267,18.22650808447227,156.0,232.29708677685952,0.025276778479987046,0.02473117332424178,-5571.572891568645,4.327502761822546,10.288442514023714,234.0,182.81762396694214
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/017_09.bmp,184.51123966942149,0.024703451628585324,0.027122228508957135,-1554.6183611038987,6.038195428595978,17.793677425267084,182.0,143.53148760330578,0.02234694538972614,0.036359446762230234,349.461040492765,6.225262589272798,22.069638100481168,139.0,75.66264462809917,0.018574785286015236,0.017501975782941753,1176.6970797834592,5.739558285929784,14.429489190376712,72.0,127.90603305785125
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/117_04.bmp,131.8511570247934,0.02091087344028521,0.07388244550307634,35377.5157622536,7.0247131047185105,38.409896638995505,122.0,115.9922520661157,0.021728082968724683,0.11936129017433703,29580.646161676093,6.940034254697071,36.79803379542432,107.0,152.5469214876033,0.019052827742667325,0.1523525670991195,-32272.756080989315,6.788983354360328,38.65922784468871,165.0,128.73256198347107
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/028_07.bmp,201.10272727272726,0.020946524064171128,0.09719901459032966,-116033.55506822381,6.781534224650017,50.79005263934502,219.0,160.5115702479339,0.025424404472532823,0.14123150824120984,-30195.717834105948,7.455291532392064,51.217161928856605,168.0,181.04628099173553,0.020253443526170804,0.0732291328347554,-208575.53745524588,6.542072100328512,55.34419092949189,209.0,171.27960743801654
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/066_07.bmp,226.9475,0.02066974558418409,0.054269007314760344,-18172.549482743012,5.309199204806615,26.87206666578691,229.0,190.92609504132233,0.028635553394911688,0.08052546179459047,8571.706005958198,6.743556234719862,41.341307820047966,182.0,229.3335743801653,0.024604602171447092,0.04315708947235817,-11697.447684044506,4.782822318011724,12.85632898906395,231.0,206.51630165289257
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/066_02.bmp,230.42665289256198,0.016254415815913144,0.06376433340489811,-23725.026078697578,5.223981313965506,24.679109016630303,231.0,196.7540702479339,0.024670393777345652,0.09479683616878923,-13337.551424930278,6.775301948832324,34.588752679816,190.0,192.25880165289257,0.019006643979906018,0.06218163933865369,-27985.87393827074,6.729769723113473,33.67672831450411,189.0,199.24787190082645
im_Superficial-Intermediate,/content/sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/CROPPED/097_02.bmp,151.21006198347106,0.01968027872305948,0.07038525905362156,18615.483724278016,7.0580931181724305,40.99771896996173,141.0,132.34270661157024,0.021644628099173557,0.12936845557906204,13998.838872250186,6.980973351970788,39.724759782554905,122.0,174.13196280991735,0.017524064171123,0.08367907551127722,-47300.10563293842,6.47614731600077,35.146874281608774,191.0,146.98904958677687
